id;actor1_name;actor1_gender;actor2_name;actor2_gender;actor3_name;actor3_gender;actor4_name;actor4_gender;actor5_name;actor5_gender;actor_number;director_name;director_gender;director_number;producer_name;producer_number;screeplay_name;editor_name
1652;Helge Schneider;2;none;0;none;0;none;0;Helmut Körschgen;0;17;Helge Schneider;2;2;Hanno Huth;1;none;Andrea Schumacher
1653;Gael García Bernal;2;Rodrigo de la Serna;0;Mercedes Morán;1;Mía Maestro;0;none;0;12;Walter Salles;2;1;Edgard Tenenbaum;2;José Rivera;Daniel Rezende
1654;Lee Marvin;2;Ernest Borgnine;2;Charles Bronson;2;Jim Brown;2;John Cassavetes;2;54;Robert Aldrich;2;1;Kenneth Hyman;1;Nunnally Johnson;Michael Luciano
1655;Helge Schneider;2;Andrea Rottmann;0;none;0;Bernhard Sondermann;0;Werner Abrolat;0;14;Helge Schneider;2;1;none;0;none;Andrea Schumacher
1656;Antonio Banderas;2;Catherine Zeta-Jones;1;Adrián Alonso Barona;2;Julio Oscar Mechoso;2;Nick Chinlund;2;17;Martin Campbell;2;1;Laurie MacDonald;3;Roberto Orci;Stuart Baird
1658;none;0;none;0;none;0;none;0;none;0;0;Malte Ludin;0;1;Iva Svarcová;1;Malte Ludin;none
1659;Helge Schneider;2;Peter Berling;2;Andreas Kunze;0;Peter Thoms;0;Werner Abrolat;0;18;Helge Schneider;2;2;Hanno Huth;1;Helge Schneider;Ariane Traub
1660;Jean-François Stévenin;2;Virginie Thévenet;1;Chantal Mercier;0;Marcel Berbert;2;Christine Pellé;0;15;François Truffaut;0;1;Marcel Berbert;2;François Truffaut;Yann Dedet
1661;Frank Giering;0;Florian Lukas;2;Antoine Monot Jr.;2;Julia Hummer;1;Jochen Nickel;2;15;Sebastian Schipper;0;1;Stefan Arndt;2;none;Andrew Bird
1662;Sean Penn;2;Gary Oldman;2;Ed Harris;2;Robin Wright;1;John Turturro;2;13;Phil Joanou;2;1;Ned Dowd;3;Dennis McIntyre;Claire Simpson
1663;Heinz Drache;2;Barbara Rütting;0;Günter Pfitzmann;0;Agnes Windeck;1;Eddi Arent;2;15;Alfred Vohrer;2;1;Horst Wendlandt;1;Harald G. Petersson;none
1665;Michael Pitt;2;Lukas Haas;2;Asia Argento;1;Scott Patrick Green;0;Nicole Vicius;1;9;Gus Van Sant;2;1;Dany Wolf;1;Gus Van Sant;Gus Van Sant
1666;Eric Geleynse;0;Susan Ginwalla;0;Caroline Pressley;0;Gene Sprague;0;Elizabeth 'Lisa' Smith;0;26;Eric Steel;2;1;Eric Steel;1;none;none
1667;Morgan Freeman;2;Charles Berling;2;Romane Bohringer;1;Jules Sitruk;0;none;0;4;Luc Jacquet;0;2;Christophe Lioud;2;Luc Jacquet;Sabine Emiliani
1669;Alec Baldwin;2;Sean Connery;2;Scott Glenn;2;Sam Neill;2;James Earl Jones;0;22;John McTiernan;0;1;Mace Neufeld;1;Larry Ferguson;Dennis Virkler
1670;Heinz Drache;2;Ilse Pagé;0;Mady Rahl;1;Otto Stern;0;Horst Tappert;0;17;Alfred Vohrer;2;1;Horst Wendlandt;1;Herbert Reinecker;Jutta Hering
1672;Jean-Paul Belmondo;2;Robert Hossein;2;Elisabeth Margoni;0;Jean-Louis Richard;2;Jean Desailly;2;25;Georges Lautner;0;1;Alain Belmondo;1;Georges Lautner;Michelle David
1673;Randolph Scott;2;Nancy Gates;1;Claude Akins;2;Skip Homeier;2;Richard Rust;2;9;Budd Boetticher;2;1;Randolph Scott;2;Burt Kennedy;Edwin H. Bryant
1675;Jacqueline Bisset;1;Jean-Pierre Léaud;2;Jean-Pierre Aumont;2;Valentina Cortese;1;Dani;1;22;François Truffaut;0;1;Marcel Berbert;1;François Truffaut;Martine Barraqué
1676;Charlton Heston;2;Ben Johnson;2;Donald Pleasence;2;Joan Hackett;1;Lee Majors;2;15;Tom Gries;2;1;Fred Engel;2;none;Warren Low
1677;Jamie Foxx;2;Kerry Washington;1;Regina King;1;Harry Lennix;2;Clifton Powell;2;24;Taylor Hackford;0;1;Taylor Hackford;4;James L. White;Paul Hirsch
1678;Akira Takarada;2;Momoko Kôchi;0;Akihiko Hirata;2;Takashi Shimura;2;Fuyuki Murakami;0;30;Ishirô Honda;0;1;Tomoyuki Tanaka;1;Takeo Murata;Kazuji Taira
1679;Hiroshi Koizumi;2;Setsuko Wakayama;0;Minoru Chiaki;2;Takashi Shimura;2;Masao Shimizu;0;28;Motoyoshi Oda;0;1;Tomoyuki Tanaka;1;none;Kazuji Taira
1680;Tadao Takashima;0;Kenji Sahara;2;Yû Fujiki;0;Ichirô Arishima;0;Jun Tazaki;0;35;Ishirô Honda;0;1;Tomoyuki Tanaka;1;none;Reiko Kaneko
1682;Akira Takarada;2;Yuriko Hoshi;0;Hiroshi Koizumi;2;Yû Fujiki;0;Emi Ito;0;31;Ishirô Honda;0;1;Tomoyuki Tanaka;1;none;Ryôhei Fujii
1683;Hilary Swank;1;David Morrissey;2;Idris Elba;2;AnnaSophia Robb;1;Stephen Rea;2;15;Stephen Hopkins;2;1;Robert Zemeckis;4;Carey Hayes;Colby Parker Jr.
1684;Klara Reinacher;0;Mina Bowling;0;Tanutscha Glowasz;0;George-Daniel Thelitz;0;none;0;4;Bettina Blümner;0;1;Peter Schwartzkopff;1;none;none
1685;James Franciscus;2;Kim Hunter;1;Maurice Evans;2;Linda Harrison;1;Charlton Heston;2;16;Ted Post;2;1;Arthur P. Jacobs;1;Paul Dehn;Marion Rothman
1686;none;0;Brigid Berlin;0;Mary Woronov;1;Edie Sedgwick;0;Ondine;0;8;Andy Warhol;2;2;none;0;none;none
1687;Roddy McDowall;2;Kim Hunter;1;Bradford Dillman;2;Natalie Trundy;1;Eric Braeden;2;13;Don Taylor;2;1;Arthur P. Jacobs;1;Paul Dehn;Marion Rothman
1688;Roddy McDowall;2;Don Murray;2;Ricardo Montalban;2;Hari Rhodes;2;Severn Darden;2;29;J. Lee Thompson;0;1;Arthur P. Jacobs;1;Paul Dehn;Marjorie Fowler
1689;Keanu Reeves;2;Bridget Fonda;1;Chris Isaak;2;Ruocheng Ying;2;Alex Wiesendanger;0;12;Bernardo Bertolucci;2;1;none;0;none;Pietro Scalia
1690;Jay Hernandez;2;Derek Richardson;2;Eythor Gudjonsson;2;Barbara Nedeljakova;1;Jana Kaderabkova;0;14;Eli Roth;2;1;Chris Briggs;3;none;George Folsey Jr.
1691;Lauren German;1;Bijou Phillips;1;Heather Matarazzo;1;Richard Burgi;0;Roger Bart;2;20;Eli Roth;2;1;Eli Roth;3;none;George Folsey Jr.
1693;Eric Jungmann;2;Justin Urich;2;Aimee Brooks;1;Michael Bailey Smith;2;Joe Goodrich;0;8;Michael Davis;2;1;Ehud Bleiberg;3;Michael Davis;Kevin D. Ross
1694;Jeffrey Combs;2;Bruce Abbott;2;Barbara Crampton;1;David Gale;0;Robert Sampson;0;8;Stuart Gordon;2;1;Brian Yuzna;1;none;Lee Percy
1696;Sid Haig;2;Bill Moseley;0;Sheri Moon Zombie;1;William Forsythe;2;Ken Foree;2;27;Rob Zombie;2;1;Rob Zombie;5;Rob Zombie;Glenn Garland
1697;Markus Krojer;0;Fritz Karl;2;Jule Ronstedt;1;Jürgen Tonkel;2;Franz Xaver Brückner;0;12;Marcus H. Rosenmüller;0;1;Annie Brunner;3;Marcus H. Rosenmüller;Susanne Hartmann
1698;Franka Potente;1;Benno Fürmann;2;Anna Loos;1;Oliver Wnuk;0;Sebastian Blomberg;2;16;Stefan Ruzowitzky;2;1;Jakob Claussen;3;Stefan Ruzowitzky;Ueli Christen
1699;Barnaby Metschurat;2;Herbert Knaup;2;Heike Makatsch;1;Roman Knizka;2;Wotan Wilke Möhring;2;15;Stefan Ruzowitzky;2;1;Jakob Claussen;3;Stefan Ruzowitzky;Hans Funck
1700;James Caan;2;Kathy Bates;1;Richard Farnsworth;2;Frances Sternhagen;1;Lauren Bacall;1;10;Rob Reiner;2;1;Rob Reiner;2;William Goldman;Robert Leighton
1701;Nicolas Cage;2;John Cusack;2;John Malkovich;2;Ving Rhames;2;Nick Chinlund;2;39;Simon West;2;1;Jerry Bruckheimer;1;Scott Rosenberg;Glen Scantlebury
1702;Ely Pouget;1;Brad Dourif;2;William Hootkins;2;John Sharian;2;Martin McDougall;2;14;Stephen Norrington;2;1;Dominic Anciano;1;none;none
1705;Roddy McDowall;2;Natalie Trundy;1;Austin Stoker;2;Severn Darden;2;Claude Akins;2;17;J. Lee Thompson;0;1;Arthur P. Jacobs;1;Paul Dehn;Alan Jaggs
1710;Sigourney Weaver;1;Holly Hunter;1;Will Patton;2;William McNamara;2;Harry Connick Jr.;2;15;Jon Amiel;2;1;Arnon Milchan;2;Ann Biderman;Alan Heim
1711;Charlie Sheen;2;Mark Dacascos;2;Martin Sheen;2;Joe Lando;2;Bruce Nelson;2;10;Bret Michaels;2;1;Susan McNamara;5;Shane Stanley;Shane Stanley
1712;Elizabeth Taylor;1;Rock Hudson;2;James Dean;0;Carroll Baker;1;Jane Withers;1;31;George Stevens;2;1;Henry Ginsberg;2;Fred Guiol;William Hornbeck
1713;Spike Lee;2;Annabella Sciorra;1;Ruby Dee;1;none;0;John Turturro;2;22;Spike Lee;2;1;Spike Lee;1;Spike Lee;Samuel D. Pollard
1714;Oskar Werner;2;Julie Christie;1;Cyril Cusack;2;Bee Duffell;1;none;0;12;François Truffaut;0;1;Lewis M. Allen;1;François Truffaut;Thom Noble
1715;Tobey Maguire;2;Charlize Theron;1;Delroy Lindo;2;Paul Rudd;2;Michael Caine;2;19;Lasse Hallström;2;1;Alan C. Blomquist;4;John Irving;Lisa Zeno Churgin
1716;Catherine Deneuve;1;Gérard Depardieu;2;Jean Poiret;2;Andréa Ferréol;1;Paulette Dubost;1;29;François Truffaut;0;1;François Truffaut;1;François Truffaut;Martine Barraqué
1717;Sean Penn;2;Jude Law;2;Kate Winslet;1;James Gandolfini;2;Patricia Clarkson;1;12;Steven Zaillian;2;1;Steven Zaillian;3;none;Wayne Wahrman
1718;Errol Flynn;2;Olivia de Havilland;1;Alan Hale;2;Ronald Reagan;2;John Litel;2;80;Michael Curtiz;0;1;Jack Warner;1;Robert Buckner;George Amy
1719;Françoise Dorléac;1;Jean Desailly;2;Nelly Benedetti;0;Daniel Ceccaldi;2;Laurence Badie;0;12;François Truffaut;0;1;António da Cunha Telles;2;François Truffaut;Claudine Bouché
1720;Tómas Lemarquis;2;Þröstur Leó Gunnarsson;2;Elín Hansdóttir;0;Hjalti Rögnvaldsson;0;Pétur Einarsson;0;5;Dagur Kári;2;1;Philippe Bober;6;Dagur Kári;Daniel Dencik
1721;Alexander Allerson;2;Bud Spencer;2;Terence Hill;2;Cyril Cusack;2;Reinhard Kolldehoff;2;8;Giuseppe Colizzi;2;1;Italo Zingarelli;1;Giuseppe Colizzi;Antonio Siciliano
1722;Nicolas Cage;2;Penélope Cruz;1;John Hurt;2;Christian Bale;2;Irene Papas;1;13;John Madden;0;1;Tim Bevan;4;Shawn Slovo;Mick Audsley
1723;Woody Allen;2;Michael Murphy;2;Herschel Bernardi;2;Andrea Marcovicci;1;Zero Mostel;2;12;Martin Ritt;2;1;Robert Greenhut;2;Walter Bernstein;Sidney Levin
1724;Edward Norton;2;Liv Tyler;1;Tim Roth;2;William Hurt;2;Tim Blake Nelson;2;68;Louis Leterrier;2;1;Kevin Feige;2;Zak Penn;Rick Shaine
1725;Natalie Wood;1;Richard Beymer;2;Russ Tamblyn;2;Rita Moreno;1;George Chakiris;2;36;Robert Wise;2;2;Robert Wise;1;Ernest Lehman;Thomas Stanford
1726;Robert Downey Jr.;2;Terrence Howard;2;Jeff Bridges;2;Shaun Toub;2;Gwyneth Paltrow;1;87;Jon Favreau;2;1;Avi Arad;2;Art Marcum;Dan Lebental
1727;Mel Gibson;2;Goldie Hawn;1;Joan Severance;1;David Carradine;2;Stephen Tobolowsky;2;13;John Badham;2;1;Rob Cohen;1;David Seltzer;Dallas Puett
1729;Jackie Chan;2;Jet Li;2;Michael Angarano;2;Liu Yifei;1;Li Bingbing;1;15;Rob Minkoff;2;1;Casey Silver;3;none;Eric Strand
1730;Laura Dern;1;Jeremy Irons;0;Justin Theroux;2;Karolina Gruszka;1;Krzysztof Majchrzak;0;28;David Lynch;2;1;David Lynch;2;David Lynch;David Lynch
1731;Ashley Judd;1;Goran Visnjic;2;Alexia Fast;1;Lauren Lee Smith;1;David Nykl;2;14;Sandra Nettelbeck;1;1;Jens Meurer;1;none;none
1732;Peter Sellers;2;none;0;Stuart Wilson;2;Lynne Frederick;1;Elke Sommer;1;9;Richard Quine;2;1;none;0;Dick Clement;Byron 'Buzz' Brandt
1734;Brendan Fraser;2;Rachel Weisz;1;John Hannah;2;Arnold Vosloo;2;Oded Fehr;2;19;Stephen Sommers;2;1;Sean Daniel;2;Stephen Sommers;Ray Bushey III
1735;Brendan Fraser;2;Jet Li;2;John Hannah;2;Maria Bello;1;Luke Ford;2;15;Rob Cohen;2;1;Stephen Sommers;2;Miles Millar;none
1736;Katja Brenner;0;Patricia Aulitzky;0;David Baalcke;0;Matthias Bundschuh;0;Martin Butzke;0;21;Ralf Westhoff;0;1;Ralf Westhoff;3;Ralf Westhoff;Uli Schön
1738;Nicolas Cage;2;Julianne Moore;1;Jessica Biel;1;none;0;Thomas Kretschmann;2;30;Lee Tamahori;2;1;Norman Golightly;5;Jonathan Hensleigh;Christian Wagner
1739;Germaine Damar;0;Carla Hagen;1;Carl Möhner;2;Michl Lang;2;none;0;20;Paul May;2;1;Eberhard Meichsner;1;Franz Gribitz;Walter Boos
1740;Heike Makatsch;1;Benno Fürmann;2;Alexandra Maria Lara;1;Jürgen Vogel;0;Nina Hoss;1;6;Doris Dörrie;1;1;Franz X. Gernstl;1;Doris Dörrie;none
1770;Liam Neeson;2;Aidan Quinn;2;Stephen Rea;2;Alan Rickman;2;Julia Roberts;1;22;Neil Jordan;0;1;Stephen Woolley;1;Neil Jordan;J. Patrick Duffner
1771;Chris Evans;2;Hugo Weaving;2;Tommy Lee Jones;2;Hayley Atwell;1;Sebastian Stan;2;56;Joe Johnston;2;1;Kevin Feige;5;Christopher Markus;Robert Dalva
1772;Vincent Spano;2;Stephen Mendillo;2;Tony Lo Bianco;2;Chris Cooper;2;Jace Alexander;0;10;John Sayles;2;1;Sarah Green;2;none;John Sayles
1773;Walter Huston;2;Pat O’Brien;0;Kay Johnson;1;Constance Cummings;1;Gavin Gordon;2;12;Frank Capra;0;3;Frank Capra;2;none;Maurice Wright
1774;Michael Moore;2;Elaine Bly;0;Jim Czarnecki;2;Brian Danitz;2;none;0;4;Michael Moore;2;1;none;0;none;none
1775;John Candy;2;Alan Alda;2;Rhea Perlman;1;Kevin Pollak;2;Rip Torn;2;17;Michael Moore;2;1;none;0;Michael Moore;Michael Berenbaum
1776;Becky Fischer;0;Mike Papantonio;0;Ted Haggard;0;Lou Engle;0;none;0;4;Heidi Ewing;0;2;Rachel Grady;2;none;Enat Sidi
1777;Robert De Niro;2;Michael Moore;2;George W. Bush;2;Ben Affleck;2;Stevie Wonder;2;17;Michael Moore;2;1;Michael Moore;3;none;none
1778;Paul Hough;2;The Lizard;0;Scar;0;Chaos;0;Heartless;0;5;Paul Hough;2;1;Geza Decsy;3;none;none
1779;Michael Moore;2;Roger B. Smith;0;Rhonda Britton;0;Fred Ross;0;none;0;4;Michael Moore;2;1;Michael Moore;1;none;none
1781;Al Gore;2;Billy West;2;Ronald Reagan;2;none;0;George W. Bush;2;5;Davis Guggenheim;2;1;Lawrence Bender;3;Davis Guggenheim;Jay Cassidy
1782;John Malkovich;2;Romain Duris;2;Evangeline Lilly;1;Reece Thompson;2;Pascale Bussières;0;15;Gilles Bourdos;0;1;Olivier Delbosc;5;Gilles Bourdos;none
1783;Ciarán McMenamin;2;Robert Carlyle;2;Kiefer Sutherland;2;Sakae Kimura;0;Mark Strong;2;15;David L. Cunningham;2;1;Jack Hafer;6;Brian Godawa;Tim Silano
1785;Michel Piccoli;2;Miou-Miou;1;Michel Duchaussoy;2;Paulette Dubost;1;Harriet Walter;1;12;Louis Malle;2;1;Louis Malle;1;Jean-Claude Carrière;Emmanuelle Castro
1786;Gaspard Manesse;0;Raphael Fejtö;0;Francine Racette;0;Philippe Morier-Genoud;2;Stanislas Carré de Malberg;0;22;Louis Malle;2;1;Louis Malle;1;Louis Malle;Emmanuelle Castro
1787;Jean-Louis Trintignant;2;Jacqueline Sassard;1;Stéphane Audran;0;Nane Germon;1;Serge Bento;0;7;Claude Chabrol;0;1;André Génovès;1;Paul Gégauff;Jacques Gaillard
1788;Kevin Bacon;2;John Lithgow;2;Dianne Wiest;1;Chris Penn;2;Lori Singer;1;13;Herbert Ross;0;1;Lewis J. Rachmil;2;Dean Pitchford;Paul Hirsch
1789;Glenn Ford;2;Debbie Reynolds;1;John McGiver;2;Doro Merande;1;Mabel Albertson;1;10;George Marshall;2;1;Lawrence Weingarten;1;George Wells;Adrienne Fazan
1790;Glenn Ford;2;Carolyn Jones;0;Barbara Hershey;1;John Anderson;2;David Carradine;2;13;Lee H. Katzin;2;1;Frank King;2;Richard Carr;Dann Cahn
1791;Isabelle Huppert;1;Annie Girardot;1;Benoît Magimel;2;Susanne Lothar;1;Udo Samel;2;15;Michael Haneke;2;1;Veit Heiduschka;1;Michael Haneke;none
1792;Matt Damon;2;Greg Kinnear;2;Eva Mendes;1;Wen Yann Shih;1;Seymour Cassel;2;40;Bobby Farrelly;2;2;Bobby Farrelly;4;Bobby Farrelly;Christopher Greenbury
1793;Marsha Mason;1;Jason Robards;2;Charley Lau;0;Matthew Broderick;2;Mari Gorman;1;17;Herbert Ross;0;1;Herbert Ross;3;none;Richard Marks
1802;Sandrine Bonnaire;1;Isabelle Huppert;1;Jean-Pierre Cassel;2;Jacqueline Bisset;1;Virginie Ledoyen;1;9;Claude Chabrol;0;1;Marin Karmitz;3;none;Monique Fardoulis
1803;Donna Wilkes;1;Cliff Gorman;2;Susan Tyrrell;1;Dick Shawn;2;Rory Calhoun;2;15;Robert Vincent O'Neill;0;1;Roy Watts;2;Robert Vincent O'Neill;Charles Bornstein
1807;Alex Frost;2;Eric Deulen;2;John Robinson;2;Elias McConnell;2;Jordan Taylor;1;16;Gus Van Sant;2;1;Dany Wolf;1;none;none
1808;Ewan McGregor;2;Christian Bale;2;Jonathan Rhys Meyers;2;Janet McTeer;1;Toni Collette;1;14;Todd Haynes;2;1;Bob Weinstein;2;Todd Haynes;James Lyons
1809;James Van Der Beek;2;Shannyn Sossamon;1;Ian Somerhalder;2;Jessica Biel;1;Kate Bosworth;1;19;Roger Avary;2;1;none;0;none;none
1810;Marlon Brando;2;Jean Peters;1;Anthony Quinn;2;Joseph Wiseman;2;Arnold Moss;2;13;Elia Kazan;2;1;Darryl F. Zanuck;1;John Steinbeck;Barbara McLean
1811;James Duval;2;Rachel True;1;Nathan Bexton;2;Chiara Mastroianni;1;Debi Mazar;1;26;Gregg Araki;2;1;Andrea Sperling;2;none;Gregg Araki
1812;Tori Spelling;1;Christian Campbell;2;John Paul Pitoc;2;Brad Beyer;2;none;0;4;Jim Fall;2;1;none;0;none;none
1813;Keanu Reeves;2;Al Pacino;2;Charlize Theron;1;Jeffrey Jones;2;Judith Ivey;1;47;Taylor Hackford;0;1;Anne Kopelson;3;Jonathan Lemkin;Mark Warner
1814;Peter Schneider;2;Karl-Fred Müller;0;Gitta Schweighöfer;0;Eva-Maria Hagen;0;Clemens Deindl;0;8;Michael Schorr;0;1;none;0;Michael Schorr;Tina Hillmann
1815;Robert Mitchum;2;Sarah Miles;1;Candy Clark;1;Richard Boone;2;Joan Collins;1;13;Michael Winner;2;1;Elliott Kastner;2;Michael Winner;Frederick Wilson
1816;Michael Douglas;2;Alyson Reed;1;Audrey Landers;1;Janet Jones;1;Terrence Mann;2;13;Richard Attenborough;2;1;Cy Feuer;2;Arnold Schulman;John Bloom
1817;Colin Farrell;2;Kiefer Sutherland;2;Forest Whitaker;2;Radha Mitchell;1;Katie Holmes;1;9;Joel Schumacher;2;1;David Zucker;1;Larry Cohen;Mark Stevens
1818;Charles Aznavour;0;Marie Dubois;1;Nicole Berger;1;Michèle Mercier;1;Serge Davri;2;14;François Truffaut;0;1;Pierre Braunberger;1;François Truffaut;Cécile Decugis
1819;Kate Hudson;1;Owen Wilson;2;Matt Dillon;2;Michael Douglas;2;Seth Rogen;2;14;Anthony Russo;2;2;Scott Stuber;2;Michael LeSieur;Peter B. Ellis
1824;Adam Sandler;2;Drew Barrymore;1;Rob Schneider;2;Sean Astin;2;Lusia Strus;1;55;Peter Segal;2;1;Jack Giarraputo;3;George Wing;Jeff Gourson
1825;Sylvester Stallone;2;Robert Loggia;2;Rick Zumwalt;2;David Mendenhall;2;Bruce Way;0;9;Menahem Golan;2;1;Yoram Globus;2;Stirling Silliphant;James R. Symons
1826;Romain Duris;2;Kelly Reilly;1;Audrey Tautou;1;Cécile de France;1;Kevin Bishop;2;27;Cédric Klapisch;2;1;Bruno Levy;2;Cédric Klapisch;none
1829;Isabelle Adjani;1;Bruce Robinson;0;Sylvia Marriott;1;Joseph Blatchley;2;Ruben Dorey;0;12;François Truffaut;0;1;Marcel Berbert;1;François Truffaut;Yann Dedet
1830;Nicolas Cage;2;Bridget Moynahan;1;Jared Leto;2;Ethan Hawke;2;Eamonn Walker;2;20;Andrew Niccol;2;1;Nicolas Cage;7;Andrew Niccol;Zach Staenberg
1831;Madonna;1;Rupert Everett;2;Benjamin Bratt;2;Malcolm Stumpf;0;Josef Sommer;2;11;John Schlesinger;2;1;Leslie Dixon;3;Tom Ropelewski;Peter Honess
1832;Ben Affleck;2;Matt Damon;2;Linda Fiorentino;1;Jason Mewes;2;Chris Rock;2;25;Kevin Smith;2;1;Scott Mosier;1;none;Kevin Smith
1833;Anthony Rapp;2;Adam Pascal;2;Rosario Dawson;1;Jesse L. Martin;2;Wilson Jermaine Heredia;2;13;Chris Columbus;2;1;Michael Barnathan;7;Stephen Chbosky;Richard Pearson
1834;Dick Powell;2;Claire Trevor;1;Anne Shirley;1;Mike Mazurki;2;Miles Mander;2;9;Edward Dmytryk;0;1;Adrian Scott;2;John Paxton;Joseph Noriega
1835;Robert Mitchum;2;Charlotte Rampling;1;Sylvia Miles;1;John Ireland;2;Anthony Zerbe;2;18;Dick Richards;0;1;George Pappas;2;David Zelag Goodman;Walter Thompson
1836;Marina de Van;1;Laurent Lucas;2;Léa Drucker;0;Thibault de Montalembert;2;Marc Rioufol;0;6;Marina de Van;1;1;Laurence Farenc;1;Marina de Van;Mike Fromentin
1837;Anne Coesens;1;Michel Bompoil;0;Tony Todd;2;Quentin Rossi;0;Jacqueline Jehanneuf;0;10;Virginie Wagon;0;1;none;0;Erick Zonca;Yannick Kergoat
1838;Bent Mejding;0;Anders W. Berthelsen;2;Jens Jørn Spottag;2;Anne-Grethe Bjarup Riis;0;Sarah Juel Werner;0;30;Niels Arden Oplev;2;1;Sisse Graum Jørgensen;1;Niels Arden Oplev;Søren B. Ebbe
1839;Caroline Brunner;0;Anne Le Ny;1;Gérard Chaillou;2;Danielle Durou;0;Charlotte Clamens;0;7;Marina de Van;1;1;Laurence Farenc;1;Marina de Van;none
1840;George Montgomery;2;Nancy Guild;1;Florence Bates;1;Roy Roberts;2;Fritz Kortner;2;8;John Brahm;2;1;Robert Bassler;1;Raymond Chandler;none
1841;Robert Montgomery;2;Audrey Totter;1;Lloyd Nolan;2;Tom Tully;2;Leon Ames;2;13;Robert Montgomery;2;1;George Haight;1;Raymond Chandler;Gene Ruggiero
1842;Vern Stierman;0;Chuck Pierce Jr.;0;William Stumpp;0;Willie E. Smith;2;Lloyd Bowen;0;5;Charles B. Pierce;2;1;Charles B. Pierce;1;Earl E. Smith;Tom Boutross
1843;Anton Newcombe;0;Courtney Taylor-Taylor;0;Joel Gion;0;Matt Hollywood;0;Peter Holmström;2;11;Ondi Timoner;1;1;Ondi Timoner;1;Ondi Timoner;none
1844;Sean Connery;2;Catherine Zeta-Jones;1;Will Patton;2;Maury Chaykin;2;Ving Rhames;2;21;Jon Amiel;2;1;Sean Connery;3;William Broyles Jr.;Terry Rawlings
1845;Julie Delpy;1;Adam Goldberg;2;Daniel Brühl;2;Adan Jodorowsky;0;Alexandre Nahon;0;23;Julie Delpy;1;1;Julie Delpy;3;Julie Delpy;Julie Delpy
1846;James Garner;2;Gayle Hunnicutt;1;Carroll O'Connor;2;Rita Moreno;1;Sharon Farrell;1;12;Paul Bogart;2;1;Gabriel Katzka;2;Stirling Silliphant;Gene Ruggiero
1847;Elliott Gould;2;Nina van Pallandt;1;Sterling Hayden;2;Mark Rydell;2;none;0;16;Robert Altman;2;1;Elliott Kastner;2;Leigh Brackett;Lou Lombardo
1848;James Caan;2;Dina Meyer;1;David Keith;2;Tom Bower;2;Brian Cox;2;9;Bob Rafelson;2;1;Tony Mark;1;Tom Stoppard;Steven Cohen
1849;Horst Buchholz;0;José Ferrer;0;Valerie Gearon;0;Don Borisenko;0;Robert Morley;2;8;Mark Robson;2;1;Mark Robson;1;Nelson Gidding;Saul Bass
1850;Jim Carrey;2;Courtney Love;1;Bob Zmuda;2;Danny DeVito;2;Gerry Becker;2;17;Miloš Forman;2;1;Danny DeVito;3;Scott Alexander;Christopher Tellefsen
1851;José Ferrer;0;Burgess Meredith;2;Mel Ferrer;2;Horst Buchholz;0;Tom Hallick;2;10;Alex March;2;1;Arthur Weiss;1;Robert Bloch;Bill Brame
1852;Nicolas Cage;2;Maria Bello;1;Maggie Gyllenhaal;1;Michael Peña;2;Jay Hernandez;2;22;Oliver Stone;2;1;Debra Hill;4;none;David Brenner
1853;Henry Darger;0;Larry Pine;2;Dakota Fanning;1;Frier McCollister;0;Wally Wingert;2;7;Jessica Yu;1;1;none;0;none;none
1854;Herbert Fleischmann;0;Horst Buchholz;0;Judy Winter;0;Inken Sommer;0;Hannelore Elsner;1;10;Herbert Reinecker;2;2;Herbert Reinecker;2;Herbert Reinecker;none
1855;Horst Buchholz;0;Gina Lollobrigida;1;José Ferrer;0;Louis Jourdan;2;Francisco Rabal;0;5;Vincent Sherman;2;1;Augusto Boué;1;David Karp;Margarita de Ochoa
1857;Judd Nelson;2;Peter Cullen;2;Frank Welker;2;Leonard Nimoy;2;Orson Welles;2;12;Nelson Shin;2;1;Joe Bacal;1;none;none
1858;Shia LaBeouf;2;Josh Duhamel;2;Megan Fox;1;Rachael Taylor;1;Tyrese Gibson;2;38;Michael Bay;2;1;Don Murphy;4;Alex Kurtzman;Paul Rubell
1859;Greta Garbo;1;Melvyn Douglas;2;Ina Claire;1;Bela Lugosi;0;Sig Ruman;2;54;Ernst Lubitsch;2;1;Ernst Lubitsch;2;Charles Brackett;Gene Ruggiero
1860;Horst Buchholz;0;Didi Ramati;0;Piotr Polk;0;Maya Ramati;0;Kasia Siwak;0;8;Alexander Ramati;0;1;Alexander Ramati;1;Alexander Ramati;none
1861;Adrián Castilla;0;Sergio M. Castilla;0;none;0;none;0;none;0;2;Sergio M. Castilla;0;1;Ignacio Haddad;1;none;Linda Peters
1862;Robert Freitag;0;Horst Buchholz;0;Jacques Breuer;2;Richard Thomas;2;José Ferrer;0;7;Richard Michaels;2;1;Steve Nicolaides;1;John Gay;none
1863;Sophia Loren;1;Marcello Mastroianni;2;Lyudmila Saveleva;1;Galina Andreyeva;0;Anna Carena;0;17;Vittorio De Sica;2;1;Carlo Ponti;2;Cesare Zavattini;Adriana Novelli
1864;Curd Jürgens;2;Michael Crawford;2;Peter Myers;2;Ira von Fürstenberg;0;Mike Marshall;2;9;Jean Negulesco;2;1;André Hakim;1;Roger Marshall;Richard Bryan
